Longitude,Latitude,Zip Codes,Sold Month,Days on Market,Original List Price,Listing Price,Sold Price,Taxes,Sold Terms,SqFt - Total (Aprox),List Price/SqFt,Sold Price/SqFt,Basement,Year Built,Aprx. Acres,# Bedrooms,Baths - Total,HOA,Warranty,Seller Concessions,New Construction Y/N,Overall Crime Grade,Violent Crime,Property Crime,Other Crime,Elementary School,ElemRating,Middle School,MiddleRating,High School,HighRating,AirQuality,Walk Score,TrailHikeDistance,WalkingPathDistance,PalygroundDistance,RecCenterDistance,Rest Nearby,NearestGrocery
-85.2685726,35.1502952,37415,Jan,3,469700,469700,469700,1000,Conv,2100,223.67,223.67,No,2022,0.13,3,3,Yes,Y,N,Y,C-,B-,C-,D+,Hixson Elementary,5,Red Bank Middle,3,Red Bank High School,4,66,1,3.17297375261811,1.70713031908579,1.70499563863018,1.70499563863018,Level 4 (16-19),12.6759723216416
-85.2541887,35.0263575,37411,Feb,1,324700,324700,330000,2017.04,Conv,2100,154.62,157.14,No,1940,0.18,3,2,No,N,N,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge,3,East Ridge High,3,60,46,4.72122125855203,0.857213613457992,0.93247187735393,1.55594108466164,Level 4 (16-19),3.47967867652907
-85.195652,35.088549,37416,Feb,1,244500,244500,260200,1588,Conv,2224,109.94,117,Yes,1964,0.33,3,2,No,Y,N,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,51,3.11153293540652,0.233172839972613,1.05766945467746,1.05766945467746,Level 4 (16-19),6.52439751849201
-85.3082184,35.0898758,37415,Jun,0,425000,425000,425000,2703.27,Conv,2494,170.41,170.41,Yes,1960,0.5,4,3,No,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,36,1.36410222350094,1.78616851998838,0.948443017688089,0.948443017688089,Level 4 (16-19),12.8002465600891
-85.3531313,35.124646,37377,Jun,1,889000,889000,825000,4860.11,Conv,3300,269.39,250,No,2007,0.37,4,4,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,24,4.20327225239134,1.95920239294521,2.65029968005335,2.65029968005335,Level 1 (1-5),17.4605305018691
-85.2503436,35.0747366,37406,May,14,248900,248900,248900,481.26,Conv,1268,196.29,196.29,No,1922,0.22,3,2,No,N,N,N,C-,B-,C-,D+,Hardy Elementary,3,Dalewood Middle,2,Hixson High,5,67,31,3.77121124829444,2.15422001502314,0.680956579424759,0.680956579424759,Level 5 (20 and above),8.26423685675654
-85.1713151,35.0846426,37416,Feb,1,279900,279900,280000,1669.28,Conv,1675,167.1,167.16,Yes,1971,0.38,5,3,No,N,N,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,11,4.08776774348144,1.63306676137842,0.345460844755413,0.345460844755413,Level 3 (11-15),6.71080887616321
-85.1542562,34.9936423,37421,April,1,299000,299000,290000,878,Conv,984,303.86,294.72,No,1959,0.62,3,2,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,17,10.0633143138192,1.09994930271945,1.09994930271945,3.90114531998791,Level 4 (16-19),4.8466952994512
-85.2486623,35.011791,37412,Feb,3,255000,255000,257500,1374.24,Conv,1344,189.73,191.59,No,1950,0.28,3,2,No,N,N,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge,3,East Ridge High,3,67,22,5.64666950550429,1.49690459671523,1.49730440549066,1.87876546623212,Level 5 (20 and above),3.3554044380816
-85.1601939,35.2513167,37379,May,39,349900,349900,360000,275.8,VA,1763,198.47,204.2,No,2023,0.76,3,3,No,Y,N,Y,A-,A,B+,B+,Daisy Elementary,7,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,2,9.02600843836318,7.7993971844197,7.7993971844197,7.7993971844197,Level 5 (20 and above),21.9965402052016
-85.2238612,35.0495633,37406,March,121,265000,245000,235000,2057.43,Conv,2146,114.17,109.51,No,1960,3.1,4,3,No,N,Y,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,2,5.47485890181262,2.4074908557741,1.60146796437042,1.60146796437042,Level 3 (11-15),5.34379225324107
-85.2352836,35.0207592,37411,May,0,255000,255000,240000,1852.13,Conv,2000,127.5,120,No,1960,0.36,4,3,No,N,Y,N,C-,B-,C-,D+,Barger Acad Fine Art,3,Dalewood Middle,2,Brainerd High,2,67,55,5.79443266272038,0.946490417200382,0.914137377827986,0.914137377827986,Level 4 (16-19),2.54762188817307
-85.2333272,35.009001,37411,March,2,325000,325000,335000,2298.62,Conv,1951,166.58,171.71,No,1946,0.23,3,2,No,N,Y,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge Middle,3,East Ridge High,3,61,44,6.39977620557866,0.66775458555154,0.66775458555154,1.4037460325621,Level 4 (16-19),2.2369362920544
-85.2245637,35.033451,37411,Jun,6,265000,265000,265000,1461.74,FHA,1717,154.34,154.34,No,1960,0.3,3,2,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,13,5.84516108575096,1.47229601314954,0.52585065566151,0.52585065566151,Level 3 (11-15),3.5418157957528
-85.2819606,35.0984644,37415,July,2,689900,689900,750000,5459.92,Conv,3230,213.59,232.2,Yes,1993,0.68,4,3,Yes,N,Y,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,14,2.71790144471006,0.827564240274674,0.827564240274674,0.827564240274674,Level 5 (20 and above),11.8060526525093
-85.1581059,35.0197634,37421,March,24,465000,465000,440000,2718.18,Conv,1800,258.33,244.44,No,1995,0.55,3,3,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,44,8.31411884357771,0.787523563654558,0.787523563654558,2.2187741375345,Level 4 (16-19),3.1689930804104
-85.3290456,35.1417688,37377,May,158,569000,450000,450000,2578.73,FHA,2600,173.08,173.08,No,1973,0.25,4,3,No,N,Y,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,41,4.9030065299559,2.00526059091936,3.52632110672971,3.52632110672971,Level 1 (1-5),18.7032728863438
-85.1642902,35.0575588,37421,March,105,350000,335000,335000,500,FHA,1800,186.11,186.11,No,2022,0.4,4,2,No,Y,Y,Y,C-,B-,C-,D+,Wolftever Elementary,6,East Hamilton,7,East Hamilton,7,67,7,5.83845057395846,0.620825640237432,1.28239590608869,0.620825640237432,Level 4 (16-19),3.97677563031894
-85.2498324,35.0248412,37411,September,34,360000,360000,352500,1748.93,Conv,1820,197.8,193.68,Yes,1940,0.3,3,2,No,Y,Y,N,C-,B-,C-,D+,East Ridge Elem,3,Dalewood Middle,2,Brainerd High,2,67,54,4.97611173846776,1.12413421004681,1.18022207616923,1.64996721290417,Level 4 (16-19),3.23113019963414
-85.1835313,35.0983056,37416,April,0,530000,530000,530000,3893.85,Conv,2648,200.15,200.15,No,2019,0,4,3,Yes,N,Y,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,6,2.92358872582248,1.1285848964078,0.920437008752325,0.920437008752325,Level 4 (16-19),7.82927702219041
-85.1817977,35.101328,37416,July,0,400000,400000,409355,0,Conv,1770,225.99,231.27,No,2023,0,3,2,Yes,Y,N,Y,C-,B-,C-,D+,Harriman Elementary,6,Brown Middle,4,Central High School,4,67,3,2.84339425672091,1.33451088897549,1.08814519420807,1.08814519420807,Level 4 (16-19),7.82927702219041
-85.1453398,35.2861862,37379,Feb,3,235000,235000,241077,1305.01,Conv,1248,188.3,193.17,No,1972,0.53,3,2,No,N,N,N,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,3,11.5739488624637,10.3331121384734,10.3331121384734,10.3331121384734,Level 5 (20 and above),23.6742424242424
-85.1708424,35.0149517,37421,Jan,58,589000,569000,549000,538.48,Conv,2800,203.21,196.07,No,2022,0.77,4,4,No,N,N,Y,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,41,8.3597805834365,1.12532929303551,1.12532929303551,2.196267968997,Level 5 (20 and above),2.36121053050187
-85.149337,35.0242213,37421,Jun,5,329000,329900,329900,2468,Conv,1785,184.82,184.82,No,1999,0.13,3,2,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,36,8.25673216651722,1.03039419485516,1.03039419485516,2.34171110554551,Level 5 (20 and above),4.03891274954267
-85.2655069,35.1200265,37415,April,24,394500,379000,379900,2630,Conv,2541,149.15,149.51,No,1968,0.67,4,3,No,N,Y,N,C-,B-,C-,D+,DuPont Elementary,5,Red Bank Middle,3,Red Bank High School,4,66,18,2.74011402028551,1.22996873928864,1.22996873928864,1.22996873928864,Level 3 (11-15),10.8118587449296
-85.3081422,35.1061239,37415,July,16,589900,589900,549000,404.65,Conv,2002,294.66,274.23,No,2022,2.69,3,3,No,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,11,2.44491916098023,0.897064989575097,1.67979713204973,1.67979713204973,Level 4 (16-19),14.0429889445637
-85.1486262,35.0519111,37421,August,58,495000,450000,425000,1374.87,Conv,1786,251.96,237.96,No,1983,4.16,3,2,No,N,N,N,C-,B-,C-,D+,Wolftever Creek Elem,6,East Hamilton,7,East Hamilton,7,67,51,6.65708520108336,0.580896962953332,1.91361177214829,0.580896962953332,Level 5 (20 and above),3.97677563031894
-85.2420679,35.0243207,37411,Jun,1,275000,275000,280000,1466.23,Conv,2030,135.47,137.93,No,1960,0.29,4,2,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,58,46,5.34026012295017,1.40059332731352,1.21631819347909,1.21631819347909,Level 4 (16-19),3.29326731885787
-85.2397683,35.0870532,37406,July,0,440000,440000,440000,3649.3,Conv,2136,205.99,205.99,No,2013,0.35,4,3,Yes,N,N,N,C-,B-,C-,D+,Harrison Elementary,2,Dalewood Middle,2,Brainerd High,2,67,11,3.17459984115903,1.91760466461895,1.39307432042691,1.39307432042691,Level 2 (6-10),8.26423685675654
-85.1326213,35.0257503,37421,Feb,80,350000,347000,335000,2765.3,FHA,1879,184.67,178.29,No,1996,0.18,3,2,Yes,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,2,8.65542405968868,1.57398856241713,1.57398856241713,2.60117582036694,Level 4 (16-19),5.90302632625467
-85.2039347,35.2325519,37379,Feb,13,300000,300000,301000,1200.22,Conv,1755,170.94,171.51,No,1973,0.36,3,3,No,N,N,N,A-,A,B+,B+,Daisy Elementary,7,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,40,7.15767778334732,6.39670746290227,6.35385851258981,6.35385851258981,Level 3 (11-15),17.6469418595403
-85.1137865,35.221179,37379,September,18,287000,287000,280000,1056.56,FHA,1470,195.24,190.48,No,1997,0.4,3,2,No,N,N,N,A-,A,B+,B+,Allen Elementary,6,Loftis Middle,7,Soddy-Daisy High,6,63,3,8.65403858259345,6.9740686105638,6.9740686105638,6.9740686105638,Level 3 (11-15),20.1324266284896
-85.3030244,35.0961722,37415,May,8,415000,415000,415000,2908.51,Conv,1772,234.2,234.2,No,2017,0,3,3,Yes,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,36,1.87922974682631,1.57587879046532,1.41476411860552,1.41476411860552,Level 4 (16-19),13.98085182534
-85.2864736,35.1055245,37415,September,17,285000,285000,275000,1751.17,Conv,1654,172.31,166.26,No,1951,0.42,3,2,No,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,16,2.91535095285354,1.06098774696907,1.06098774696907,1.06098774696907,Level 4 (16-19),12.2410124870755
-85.3584377,35.1163406,37377,July,2,1990000,1990000,1990000,8474.67,Conv,4600,432.61,432.61,No,2016,1,4,5,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,67,5,3.88582992964413,2.10916866903518,2.3453797654949,2.3453797654949,Level 1 (1-5),18.0197645748827
-85.17708,35.059378,37421,May,176,398500,370000,369000,2105.67,Conv,2600,142.31,141.92,Yes,1960,0.6,4,2,No,N,Y,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,67,10,5.38104030156923,0.989911579607057,0.989911579607057,0.989911579607057,Level 5 (20 and above),3.66609003420027
-85.3032801,35.0704003,37405,August,88,845000,649000,595000,8129.19,Conv,1990,326.13,298.99,No,1929,0.25,3,2,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,63,0.776137142073205,0.623485006916502,0.0697830374408908,0.0697830374408908,Level 4 (16-19),8.63705957209894
-85.2548801,35.027657,37421,September,29,315000,295000,250000,1663,FHA,1800,163.89,138.89,No,1951,0,3,2,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,39,4.63281337107507,0.782992521952355,0.901389267381524,1.4613904349913,Level 4 (16-19),3.5418157957528
-85.2280674,35.0678376,37406,Jun,4,245000,245000,245000,168.27,Conv,1132,216.43,216.43,No,2023,0.92,3,2,No,Y,N,Y,C-,B-,C-,D+,Harrison Elementary,2,Dalewood Middle,2,Brainerd High,2,67,2,4.29822144850862,2.15649017878344,1.4761665141142,1.4761665141142,Level 4 (16-19),6.64867175693947
-85.335806,35.1417085,37377,August,35,675000,635000,625000,4294.93,Conv,5000,127,125,No,1971,0.46,5,4,No,N,Y,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,25,4.96656625712911,2.11802099893017,3.52986567495324,3.52986567495324,Level 1 (1-5),18.5168615286725
-85.1406795,34.9881882,37421,Feb,23,335000,330000,330000,2853.92,FHA,1714,192.53,192.53,No,2007,0.16,3,2,Yes,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,1,10.7069919956864,1.60561559490618,1.60561559490618,4.58482961073283,Level 4 (16-19),5.4059293724648
-85.3077236,35.0754389,37405,Feb,3,699000,699000,695000,5595.66,Conv,3660,190.98,189.89,No,2016,0.16,6,4,No,N,Y,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,38,0.589475878920014,0.879399478635776,0.0578265275558301,0.0578265275558301,Level 4 (16-19),11.9303268909568
-85.1227209,35.0645074,37421,Feb,84,925000,925000,700000,2975,Conv,8798,105.14,79.56,Yes,1973,1.02,5,5,Yes,N,N,N,C-,B-,C-,D+,Wolftever Elementary,6,Ooltewah Middle,6,Ooltewah,4,67,0,7.03034343467209,1.77735964223149,3.41822330149684,1.77735964223149,Level 5 (20 and above),6.58653463771574
-85.2732958,35.0314862,37404,August,5,389500,389500,389500,2595.9,VA,1368,284.72,284.72,No,2019,0.15,3,2,No,N,Y,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Howard Academics,2,56,67,3.70275021057852,0.326656395200528,0.416652415377596,0.879135590820908,Level 4 (16-19),4.78455818022747
-85.2667829,35.0503881,37406,September,45,267000,250000,250000,550.82,FHA,1756,142.37,142.37,No,1920,0.14,3,2,No,N,Y,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Brainerd High,2,54,38,3.18730545397574,0.499929566406081,0.291269133223522,0.291269133223522,Level 4 (16-19),6.83508311461067
-85.243235,35.0683116,37406,Jan,34,287000,287000,235000,1274.39,Conv,3400,84.41,69.12,No,1860,2.1,4,2,No,N,Y,N,C-,B-,C-,D+,Hardy Elementary,3,Dalewood Middle,2,Hixson High,5,67,34,4.1720005862228,2.29944898447898,0.642397034953888,0.642397034953888,Level 4 (16-19),7.82927702219041
-85.3070382,35.0337602,37408,Jun,4,799000,799000,799000,2024.89,Conv,2708,295.05,295.05,No,1920,0.15,4,3,No,N,N,N,C-,B-,C-,D+,Battle Academy,4,Orchard Knob Middle,4,Howard Academics,2,67,81,2.66300230581726,0.373105014150688,0.0122118760742163,0.402177371483644,Level 5 (20 and above),8.07782549908534
-85.3499288,35.1134962,37377,March,17,599900,599900,575000,3400.89,Conv,3462,173.28,166.09,No,1972,1,3,3,Yes,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,67,2,3.4493694756059,1.61899755702279,1.89593448967578,1.89593448967578,Level 1 (1-5),17.3983933826453
-85.2468588,35.0427866,37404,August,3,289900,289900,289900,134.62,Conv,1292,224.38,224.38,No,2023,0.17,3,2,No,Y,N,Y,C-,B-,C-,D+,Hardy Elementary,3,Dalewood Middle,2,Brainerd High,2,67,17,4.42935107411164,1.37669771305999,1.02082239361651,1.02082239361651,Level 3 (11-15),5.84088920703094
-85.23597,35.034615,37411,April,0,140000,140000,148700,760.6,FHA,1200,116.67,123.92,No,1976,0.15,3,2,No,N,Y,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,8,5.23742876555146,1.73169775685355,1.02755863214188,1.02755863214188,Level 3 (11-15),3.9146385110952
-85.1791239,35.0770837,37416,April,2,200000,200000,200000,1246,Conv,1130,176.99,176.99,No,1972,0.38,3,2,No,N,N,N,C-,B-,C-,D+,Lakeside Academy,2,Brown Middle,4,Central High School,4,67,18,4.2507738290335,1.41919148202885,0.627254510015211,0.627254510015211,Level 5 (20 and above),5.53020361091227
-85.310836,35.0670042,37405,Jun,0,609000,609000,609000,785.28,Conv,1724,353.25,353.25,No,2023,0,3,3,Yes,Y,N,Y,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,80,0.462765216535371,0.296101096512524,0.0869697666301675,0.432263330110947,Level 4 (16-19),11.3710928179432
-85.2396139,35.0364767,37411,Jun,19,299900,296000,290000,151.45,FHA,1480,200,195.95,No,2023,0.18,3,2,No,Y,Y,Y,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,22,4.99489692653888,1.60896478484873,1.27038049010416,1.27038049010416,Level 4 (16-19),3.97677563031894
-85.3002951,35.0323343,37408,September,19,497000,497000,472225,3117.55,Conv,1445,343.94,326.8,No,2017,0.1,3,2,No,N,N,N,C-,B-,C-,D+,Battle Academy,4,Orchard Knob Middle,4,Howard Academics,2,67,66,2.86120997836262,0.0709178092366079,0.0709178092366079,0.684839099125962,Level 5 (20 and above),6.71080887616321
-85.274581,35.121151,37415,March,0,217000,217000,217000,1223.91,Conv,1014,214,214,No,1961,0,3,2,No,N,N,N,C-,B-,C-,D+,DuPont Elementary,5,Red Bank Middle,3,Red Bank High School,4,66,28,3.22496530530464,1.3494646651056,1.3494646651056,1.3494646651056,Level 4 (16-19),11.6817784140619
-85.3690569,35.0455826,37419,August,3,449500,449500,455000,2635,Conv,2216,202.84,205.32,Yes,1990,1,4,3,No,N,Y,N,C-,B-,C-,D+,Lookout Valley Elem,6,Lookout Valley Mid,5,Lookout Valley High,5,67,0,3.44501294028216,2.44092883575896,0.755047522205237,2.44092883575896,Level 3 (11-15),13.3594806331027
-85.2038192,35.0874823,37416,April,3,359000,359000,350000,1599.72,Conv,2268,158.29,154.32,Yes,1962,0.56,4,3,No,Y,Y,N,C-,B-,C-,D+,Harriman Elementary,6,Brown Middle,4,Central High School,4,67,35,3.0216837575398,0.24599403706435,1.50809927928168,1.50809927928168,Level 4 (16-19),6.08943768392587
-85.2804909,35.0339849,37404,March,3,260000,260000,273000,1781.46,Conv,1232,211.04,221.59,No,1910,0.16,3,2,No,N,N,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Howard Academics,2,61,62,3.30835630511983,0.0114277387655015,0.790055088113915,0.875237189973104,Level 5 (20 and above),5.15738089556987
-85.2575118,35.0522547,37406,May,14,179900,179900,177500,1300.2,Conv,1344,133.85,132.07,No,2008,0.15,4,2,No,N,N,N,C-,B-,C-,D+,Hardy Elementary,3,Orchard Knob Middle,4,Brainerd High,2,58,45,3.61204775926566,0.955229445259143,0.249313935387793,0.249313935387793,Level 4 (16-19),6.08943768392587
-85.3382613,35.1236832,37377,September,21,465000,465000,465000,2955.84,Conv,2050,226.83,226.83,Yes,1959,0.32,3,3,No,N,Y,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,27,3.80193820936728,1.19251983295895,2.31041867288317,2.31041867288317,Level 1 (1-5),16.9634335480792
-85.1965515,35.0890892,37416,March,2,265000,265000,275000,,VA,1580,167.72,174.05,No,1970,,3,2,No,N,N,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,39,3.05671582788308,0.182958616525672,1.11430249636674,1.11430249636674,Level 4 (16-19),6.58653463771574
-85.144819,35.259059,37379,September,11,349000,349000,349000,1895,Conv,1662,209.99,209.99,No,2002,0.76,3,2,No,N,N,N,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,0,9.85886580748971,8.53278602386762,8.53278602386762,8.53278602386762,Level 5 (20 and above),21.3751690129643
-85.145292,35.0052034,37421,August,30,379900,369900,365000,3382.3,Conv,1865,198.34,195.71,No,2017,0,3,3,Yes,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,52,9.53146800515283,0.485149240118087,0.485149240118087,3.45808452475295,Level 5 (20 and above),4.16318698799014
-85.1817977,35.101328,37416,August,0,413385,413385,413385,0,VA,2488,166.15,166.15,No,2023,0,3,2,Yes,Y,N,Y,C-,B-,C-,D+,Harriman Elementary,6,Brown Middle,4,Central High School,4,67,3,2.84339425672091,1.33451088897549,1.08814519420807,1.08814519420807,Level 4 (16-19),7.82927702219041
-85.217163,35.035741,37411,August,3,239000,239000,239000,1214.94,Conv,1486,160.83,160.83,No,1957,0.35,3,3,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,15,6.15669672807367,1.64904510810706,0.668229703116685,0.668229703116685,Level 3 (11-15),3.66609003420027
-85.1451302,34.9915292,37421,September,10,335000,335000,330000,2616.1,Conv,1801,186.01,183.23,No,2006,0,4,3,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,6,10.3941930541379,1.30038287557087,1.30038287557087,4.25984141399238,Level 4 (16-19),5.0331066571224
-85.2999848,35.0650766,37405,July,131,579000,509000,475000,4869.84,Conv,2000,254.5,237.5,Yes,2015,0,3,3,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,76,1.0554173348176,0.446619441752142,0.373911381471153,0.373911381471153,Level 4 (16-19),8.38851109520401
-85.1277328,35.0215976,37421,Feb,171,460000,430000,428000,3187.1,Conv,2556,168.23,167.45,No,2000,0,4,3,Yes,Y,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,2,9.04806036445477,1.61269002994851,1.61269002994851,2.98445768627096,Level 4 (16-19),6.40012328004454
-85.3333207,35.1424545,37377,September,2,575000,575000,575000,3354.62,Conv,2700,212.96,212.96,No,1965,0.46,4,2,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,42,4.98897230983399,2.11636896904883,3.57371024884554,3.57371024884554,Level 1 (1-5),18.4547244094488
-85.119205,35.252844,37379,Jun,199,529900,529900,529900,0,Conv,2852,185.8,185.8,No,2023,1.28,4,4,Yes,Y,N,Y,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,0,10.1884892674587,8.67216693497849,8.67216693497849,8.67216693497849,Level 5 (20 and above),22.7421856358864
-85.2068967,35.0747646,37406,April,23,230000,225000,225000,1744.44,FHA,1184,190.03,190.03,No,1999,0.22,3,2,No,N,Y,N,C-,B-,C-,D+,Harrison Elementary,2,Dalewood Middle,2,Brainerd High,2,67,7,3.84073574904289,1.0487710226213,1.85021189467677,1.85021189467677,Level 4 (16-19),5.28165513401734
-85.3437703,35.0063949,37350,March,63,899000,899000,888000,4583.32,Conv,3095,290.47,286.91,No,1906,0.27,4,3,No,N,N,N,A,A,A,B+,Lookout Mountain Elm,8,Lookout Valley Mid,5,Lookout Valley High,5,68,14,4.74204554054187,1.0283642735838,0.825435284105053,1.0283642735838,Level 1 (1-5),13.5458919907739
-85.2842358,35.1045368,37415,Feb,139,439000,319000,312000,1955.34,Conv,1850,172.43,168.65,No,1972,1,4,2,No,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,18,2.9384688649427,0.924072919923183,0.924072919923183,0.924072919923183,Level 5 (20 and above),12.116738248628
-85.2823279,35.0306561,37404,March,4,330000,330000,341000,2125.86,Conv,1517,217.53,224.79,No,2003,0.15,3,3,No,N,Y,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Howard Academics,2,67,62,3.43084015302829,0.263599062465463,0.738221502038888,1.12263784029876,Level 5 (20 and above),5.46806649168854
-85.1461836,34.9903422,37421,April,76,400000,376000,360000,2504,FHA,2202,170.75,163.49,No,1996,0.27,4,3,No,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,10,10.4460152351186,1.36286183331733,1.36286183331733,4.30375397583681,Level 4 (16-19),4.8466952994512
-85.2950948,35.0406204,37403,March,188,489900,449900,425000,3696.41,Conv,2117,212.52,200.76,No,2003,0.18,3,2,No,N,N,N,C-,B-,C-,D+,Brown Academy,3,Orchard Knob Middle,4,Howard Academics,2,67,73,2.46208353921615,0.713409092089716,0.118441691360182,0.778715472954774,Level 5 (20 and above),6.08943768392587
-85.1680132,35.0240566,37421,April,3,425000,425000,405000,2737,Conv,1988,213.78,203.72,No,1964,0.37,3,2,No,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,18,7.82381938688918,1.3504677455729,1.3504677455729,1.66851269432646,Level 4 (16-19),3.23113019963414
-85.1667454,35.2692123,37379,April,134,299900,295000,290000,1360.3,FHA,1604,183.92,180.8,No,1964,0,4,2,No,N,Y,N,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,10,10.073655980393,8.95415699264115,8.95415699264115,8.95415699264115,Level 5 (20 and above),23.1150083512288
-85.265896,35.160357,37415,Feb,7,359000,359000,354000,2254.87,Conv,2396,149.83,147.75,No,1955,2.1,3,2,No,N,N,N,C-,B-,C-,D+,Hixson Elementary,5,Red Bank Middle,3,Red Bank High School,4,66,6,3.42116349997121,1.87285707710478,1.84503187687079,1.84503187687079,Level 5 (20 and above),13.1109321562077
-85.1817977,35.101328,37416,August,0,405000,405000,388670,0,Conv,1770,228.81,219.59,No,2023,0,3,2,Yes,Y,N,Y,C-,B-,C-,D+,Harriman Elementary,6,Brown Middle,4,Central High School,4,67,3,2.84339425672091,1.33451088897549,1.08814519420807,1.08814519420807,Level 4 (16-19),7.82927702219041
-85.1759886,35.0750959,37416,Jan,17,209900,209900,205000,1232.89,Conv,1012,207.41,202.57,No,1963,0.48,3,2,No,N,N,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,65,18,4.46106210167815,1.64305654008572,0.757967710939981,0.757967710939981,Level 5 (20 and above),5.53020361091227
